Natural,GEMORNA,CAI-optimized,LinearDesign (lambda=1),Random
0.538940809968847,0.672897196261682,0.61993769470405,0.610591900311526,0.489096573208723
0.547425474254743,0.707317073170732,0.636856368563686,0.666666666666667,0.542005420054201
0.463675213675214,0.658119658119658,0.604700854700855,0.585470085470086,0.489316239316239
0.570175438596491,0.698830409356725,0.625730994152047,0.634502923976608,0.505847953216374
0.648401826484018,0.675799086757991,0.625570776255708,0.611872146118721,0.484018264840183
0.405797101449275,0.63768115942029,0.594202898550725,0.576086956521739,0.481884057971015
0.565476190476191,0.666666666666667,0.607142857142857,0.583333333333333,0.488095238095238
0.559670781893004,0.707818930041152,0.654320987654321,0.662551440329218,0.534979423868313
0.571095571095571,0.699300699300699,0.655011655011655,0.629370629370629,0.501165501165501
0.635491606714628,0.776978417266187,0.707434052757794,0.738609112709832,0.577937649880096
0.617647058823529,0.67156862745098,0.622549019607843,0.602941176470588,0.470588235294118
0.502032520325203,0.644308943089431,0.579268292682927,0.571138211382114,0.467479674796748
0.406666666666667,0.608888888888889,0.535555555555556,0.537777777777778,0.404444444444444
0.603174603174603,0.695767195767196,0.626984126984127,0.658730158730159,0.507936507936508
0.480392156862745,0.656862745098039,0.583333333333333,0.602941176470588,0.485294117647059
0.696969696969697,0.742424242424242,0.670454545454545,0.693181818181818,0.534090909090909
0.485207100591716,0.607495069033531,0.536489151873767,0.54043392504931,0.439842209072978
0.628472222222222,0.673611111111111,0.628472222222222,0.614583333333333,0.489583333333333
0.394607843137255,0.595588235294118,0.524509803921569,0.531862745098039,0.416666666666667
0.513761467889908,0.654434250764526,0.590214067278288,0.571865443425077,0.501529051987768
0.52059925093633,0.299625468164794,0.580524344569288,0.602996254681648,0.468164794007491
0.489711934156379,0.637860082304527,0.563786008230453,0.592592592592593,0.460905349794239
0.420634920634921,0.638888888888889,0.575396825396825,0.551587301587302,0.484126984126984
0.505128205128205,0.669230769230769,0.605128205128205,0.605128205128205,0.497435897435897
0.692307692307692,0.698717948717949,0.615384615384615,0.657051282051282,0.493589743589744
0.535483870967742,0.694623655913979,0.643010752688172,0.634408602150538,0.513978494623656
0.496688741721854,0.640176600441501,0.56953642384106,0.56953642384106,0.463576158940397
0.546153846153846,0.661538461538462,0.620512820512821,0.615384615384615,0.474358974358974
0.470588235294118,0.676470588235294,0.598039215686275,0.617647058823529,0.470588235294118
0.36969696969697,0.276767676767677,0.539393939393939,0.553535353535354,0.464646464646465
0.568345323741007,0.613908872901679,0.537170263788969,0.565947242206235,0.453237410071943
0.586345381526104,0.664658634538153,0.596385542168675,0.588353413654619,0.487951807228916
0.513605442176871,0.673469387755102,0.615646258503401,0.591836734693878,0.479591836734694
0.638888888888889,0.726851851851852,0.689814814814815,0.652777777777778,0.541666666666667
0.349019607843137,0.219607843137255,0.505882352941176,0.51764705882353,0.407843137254902
0.516290726817043,0.651629072681704,0.614035087719298,0.586466165413534,0.483709273182957
0.4296875,0.627604166666667,0.580729166666667,0.5546875,0.463541666666667
0.540983606557377,0.683060109289618,0.601092896174863,0.633879781420765,0.524590163934426
0.554455445544555,0.627062706270627,0.610561056105611,0.600660066006601,0.475247524752475
0.47985347985348,0.663003663003663,0.611721611721612,0.575091575091575,0.512820512820513
0.527426160337553,0.69620253164557,0.641350210970464,0.670886075949367,0.514767932489452
0.594086021505376,0.71505376344086,0.661290322580645,0.639784946236559,0.540322580645161
0.580645161290323,0.690860215053764,0.612903225806452,0.634408602150538,0.526881720430108
0.552287581699346,0.683006535947712,0.61437908496732,0.624183006535948,0.493464052287582
0.480825958702065,0.660766961651917,0.589970501474926,0.610619469026549,0.471976401179941
0.343137254901961,0.225490196078431,0.504901960784314,0.46078431372549,0.392156862745098
0.37793427230047,0.626760563380282,0.57981220657277,0.572769953051643,0.44131455399061
0.65266106442577,0.775910364145658,0.711484593837535,0.756302521008403,0.591036414565826
0.393939393939394,0.614718614718615,0.575757575757576,0.567099567099567,0.41991341991342
0.555555555555556,0.666666666666667,0.598566308243728,0.598566308243728,0.483870967741936
0.522012578616352,0.654088050314465,0.569182389937107,0.588050314465409,0.477987421383648
0.372413793103448,0.604597701149425,0.540229885057471,0.547126436781609,0.455172413793104
0.44212962962963,0.618055555555556,0.539351851851852,0.5625,0.444444444444444
0.455470737913486,0.633587786259542,0.564885496183206,0.575063613231552,0.475826972010178
0.3125,0.1875,0.493055555555556,0.493055555555556,0.388888888888889
0.545267489711934,0.687242798353909,0.623456790123457,0.639917695473251,0.502057613168724
0.42962962962963,0.266666666666667,0.503703703703704,0.518518518518519,0.422222222222222
0.477707006369427,0.687898089171975,0.613588110403397,0.628450106157113,0.501061571125265
0.541025641025641,0.682051282051282,0.605128205128205,0.594871794871795,0.497435897435897
0.546747967479675,0.709349593495935,0.646341463414634,0.648373983739837,0.518292682926829
0.58974358974359,0.710622710622711,0.673992673992674,0.644688644688645,0.531135531135531
0.472813238770686,0.666666666666667,0.619385342789598,0.581560283687943,0.472813238770686
0.512820512820513,0.27039627039627,0.55944055944056,0.531468531468532,0.440559440559441
0.425925925925926,0.622222222222222,0.562962962962963,0.544444444444444,0.444444444444444
0.580777096114519,0.730061349693252,0.658486707566462,0.666666666666667,0.562372188139059
0.511111111111111,0.640740740740741,0.596296296296296,0.574074074074074,0.462962962962963
0.546365914786967,0.661654135338346,0.591478696741855,0.614035087719298,0.491228070175439
0.458333333333333,0.636904761904762,0.577380952380952,0.55952380952381,0.470238095238095
0.431372549019608,0.607843137254902,0.535947712418301,0.542483660130719,0.490196078431373
0.574074074074074,0.722222222222222,0.675925925925926,0.680555555555556,0.527777777777778
0.381720430107527,0.602150537634409,0.548387096774194,0.564516129032258,0.435483870967742
0.595238095238095,0.738095238095238,0.664021164021164,0.698412698412698,0.552910052910053
0.417582417582418,0.263736263736264,0.527472527472528,0.545787545787546,0.421245421245421
0.638461538461538,0.753846153846154,0.664102564102564,0.658974358974359,0.564102564102564
0.531697341513292,0.314928425357873,0.578732106339468,0.572597137014315,0.47239263803681
0.52212389380531,0.672566371681416,0.601769911504425,0.607669616519174,0.492625368731563
0.432950191570881,0.674329501915709,0.586206896551724,0.632183908045977,0.475095785440613
0.546153846153846,0.753846153846154,0.666666666666667,0.676923076923077,0.551282051282051
0.669781931464174,0.7601246105919,0.641744548286604,0.722741433021807,0.59190031152648
0.57843137254902,0.656862745098039,0.607843137254902,0.605392156862745,0.465686274509804
0.528822055137845,0.669172932330827,0.591478696741855,0.598997493734336,0.503759398496241
0.542168674698795,0.700803212851406,0.624497991967872,0.646586345381526,0.514056224899598
0.385113268608414,0.618122977346278,0.585760517799353,0.579288025889968,0.44336569579288
0.616352201257862,0.670859538784067,0.618448637316562,0.610062893081761,0.490566037735849
0.506459948320413,0.677002583979328,0.607235142118863,0.630490956072351,0.501291989664083
0.548717948717949,0.682051282051282,0.615384615384615,0.605128205128205,0.512820512820513
0.702222222222222,0.777777777777778,0.708888888888889,0.72,0.591111111111111
0.429885057471264,0.659770114942529,0.593103448275862,0.618390804597701,0.480459770114943
0.51440329218107,0.353909465020576,0.625514403292181,0.627572016460905,0.539094650205761
0.492753623188406,0.634057971014493,0.572463768115942,0.601449275362319,0.427536231884058
0.618357487922705,0.676328502415459,0.608695652173913,0.618357487922705,0.521739130434783
0.611111111111111,0.763157894736842,0.672514619883041,0.690058479532164,0.584795321637427
0.472222222222222,0.683760683760684,0.598290598290598,0.596153846153846,0.497863247863248
0.481236203090508,0.620309050772627,0.567328918322296,0.547461368653422,0.463576158940397
0.479041916167665,0.620758483033932,0.558882235528942,0.538922155688623,0.461077844311377
0.457875457875458,0.626373626373626,0.545787545787546,0.575091575091575,0.457875457875458
0.524875621890547,0.699004975124378,0.641791044776119,0.649253731343284,0.514925373134328
0.434426229508197,0.62568306010929,0.573770491803279,0.549180327868853,0.450819672131148
0.674731182795699,0.725806451612903,0.655913978494624,0.666666666666667,0.540322580645161
0.41343669250646,0.651162790697675,0.568475452196382,0.591731266149871,0.483204134366925
0.493333333333333,0.673333333333333,0.616666666666667,0.6,0.506666666666667
0.558823529411765,0.683006535947712,0.624183006535948,0.620915032679739,0.496732026143791
0.523809523809524,0.690476190476191,0.623809523809524,0.633333333333333,0.50952380952381
0.555555555555556,0.671604938271605,0.595061728395062,0.617283950617284,0.491358024691358
0.590123456790124,0.716049382716049,0.634567901234568,0.654320987654321,0.553086419753086
0.452674897119342,0.65843621399177,0.580246913580247,0.602880658436214,0.495884773662552
0.493333333333333,0.688,0.624,0.624,0.52
0.434567901234568,0.651851851851852,0.582716049382716,0.6,0.483950617283951
0.480392156862745,0.647058823529412,0.571078431372549,0.58578431372549,0.477941176470588
0.53405017921147,0.670250896057348,0.623655913978495,0.609318996415771,0.476702508960574
0.502057613168724,0.654320987654321,0.57201646090535,0.617283950617284,0.489711934156379
0.555555555555556,0.702947845804989,0.646258503401361,0.621315192743764,0.532879818594104
0.519047619047619,0.65952380952381,0.6,0.611904761904762,0.473809523809524
0.564285714285714,0.638095238095238,0.597619047619048,0.578571428571429,0.461904761904762
0.511904761904762,0.654761904761905,0.583333333333333,0.613095238095238,0.476190476190476
0.632034632034632,0.774891774891775,0.67965367965368,0.718614718614719,0.584415584415584
0.586466165413534,0.756892230576441,0.711779448621554,0.706766917293233,0.586466165413534
0.453125,0.630208333333333,0.604166666666667,0.552083333333333,0.463541666666667
0.556473829201102,0.666666666666667,0.59504132231405,0.600550964187328,0.506887052341598
0.652380952380952,0.769047619047619,0.673809523809524,0.719047619047619,0.602380952380952
0.602739726027397,0.67351598173516,0.607305936073059,0.591324200913242,0.509132420091324
0.378472222222222,0.586805555555556,0.552083333333333,0.496527777777778,0.427083333333333
0.620689655172414,0.752873563218391,0.695402298850575,0.683908045977012,0.577586206896552
0.460992907801418,0.269503546099291,0.562647754137116,0.534278959810875,0.444444444444444
0.427609427609428,0.582491582491583,0.511784511784512,0.521885521885522,0.417508417508418
0.440087145969499,0.647058823529412,0.59041394335512,0.570806100217865,0.44880174291939
0.547803617571059,0.648578811369509,0.602067183462532,0.583979328165375,0.467700258397933
0.5,0.645502645502646,0.576719576719577,0.576719576719577,0.46031746031746
0.455445544554456,0.663366336633663,0.600660066006601,0.607260726072607,0.481848184818482
0.465986394557823,0.666666666666667,0.585034013605442,0.605442176870748,0.45578231292517
0.42570281124498,0.261044176706827,0.566265060240964,0.57429718875502,0.445783132530121
0.676666666666667,0.763333333333333,0.7,0.716666666666667,0.57
0.545722713864307,0.699115044247788,0.622418879056047,0.628318584070796,0.474926253687316
0.61965811965812,0.668803418803419,0.598290598290598,0.587606837606838,0.485042735042735
0.570247933884298,0.691460055096419,0.639118457300276,0.628099173553719,0.495867768595041
0.502732240437159,0.278688524590164,0.579234972677596,0.573770491803279,0.442622950819672
0.583333333333333,0.698717948717949,0.621794871794872,0.657051282051282,0.509615384615385
0.494407158836689,0.624161073825503,0.561521252796421,0.539149888143177,0.472035794183445
0.390243902439024,0.613821138211382,0.58130081300813,0.59349593495935,0.439024390243902
0.53125,0.708333333333333,0.66875,0.639583333333333,0.508333333333333
0.472491909385113,0.656957928802589,0.585760517799353,0.588996763754045,0.478964401294498
0.384458077709611,0.276073619631902,0.562372188139059,0.550102249488753,0.466257668711656
0.541666666666667,0.685897435897436,0.628205128205128,0.628205128205128,0.490384615384615
0.441613588110403,0.624203821656051,0.549893842887473,0.528662420382166,0.45859872611465
0.503267973856209,0.673202614379085,0.61437908496732,0.617647058823529,0.454248366013072
0.682539682539683,0.71031746031746,0.650793650793651,0.623015873015873,0.543650793650794
0.54434250764526,0.663608562691132,0.577981651376147,0.587155963302752,0.489296636085627
0.476190476190476,0.624649859943978,0.563025210084034,0.593837535014006,0.470588235294118
0.49789029535865,0.658227848101266,0.586497890295359,0.590717299578059,0.457805907172996
0.515384615384615,0.630769230769231,0.571794871794872,0.602564102564103,0.466666666666667
0.423423423423423,0.3003003003003,0.567567567567568,0.576576576576577,0.465465465465466
0.476525821596244,0.690140845070423,0.619718309859155,0.636150234741784,0.528169014084507
0.423611111111111,0.243055555555556,0.541666666666667,0.548611111111111,0.427083333333333
0.548902195608782,0.688622754491018,0.620758483033932,0.608782435129741,0.526946107784431
0.617521367521368,0.75,0.69017094017094,0.681623931623932,0.566239316239316
0.40952380952381,0.295238095238095,0.552380952380952,0.519047619047619,0.428571428571429
0.573498964803313,0.641821946169772,0.583850931677019,0.579710144927536,0.459627329192547
0.419047619047619,0.297619047619048,0.547619047619048,0.495238095238095,0.442857142857143
0.368563685636856,0.569105691056911,0.514905149051491,0.506775067750678,0.398373983739837
0.506361323155216,0.623409669211196,0.572519083969466,0.569974554707379,0.460559796437659
0.513513513513514,0.650900900900901,0.581081081081081,0.581081081081081,0.477477477477478
0.4824016563147,0.656314699792961,0.590062111801242,0.579710144927536,0.488612836438923
0.560224089635854,0.658263305322129,0.579831932773109,0.619047619047619,0.484593837535014
0.432367149758454,0.603864734299517,0.545893719806763,0.502415458937198,0.43719806763285
0.412429378531073,0.632768361581921,0.536723163841808,0.610169491525424,0.418079096045198
0.699248120300752,0.759398496240602,0.649122807017544,0.68922305764411,0.588972431077694
0.560283687943262,0.685579196217494,0.624113475177305,0.602836879432624,0.486997635933806
0.675496688741722,0.728476821192053,0.666666666666667,0.629139072847682,0.525386313465784
0.401826484018265,0.63013698630137,0.5662100456621,0.589041095890411,0.474885844748858
0.347826086956522,0.265700483091788,0.560386473429952,0.521739130434783,0.429951690821256
0.655826558265583,0.734417344173442,0.639566395663957,0.67479674796748,0.523035230352304
0.63872255489022,0.720558882235529,0.636726546906188,0.658682634730539,0.55688622754491
0.543859649122807,0.695906432748538,0.637426900584795,0.660818713450292,0.535087719298246
0.49862258953168,0.639118457300276,0.575757575757576,0.542699724517906,0.457300275482094
0.688311688311688,0.792207792207792,0.731601731601732,0.731601731601732,0.61038961038961
0.603174603174603,0.703703703703704,0.661375661375661,0.661375661375661,0.529100529100529
0.587926509186352,0.706036745406824,0.653543307086614,0.627296587926509,0.5249343832021
0.575555555555556,0.637777777777778,0.568888888888889,0.568888888888889,0.466666666666667
0.555555555555556,0.630952380952381,0.595238095238095,0.583333333333333,0.464285714285714
0.451676528599606,0.652859960552268,0.58974358974359,0.587771203155819,0.471400394477318
0.604810996563574,0.738831615120275,0.649484536082474,0.683848797250859,0.577319587628866
0.466666666666667,0.634920634920635,0.596825396825397,0.552380952380952,0.476190476190476
0.498349834983498,0.66006600660066,0.577557755775578,0.603960396039604,0.524752475247525
0.590233545647558,0.681528662420382,0.607218683651805,0.613588110403397,0.479830148619958
0.551440329218107,0.650205761316873,0.582304526748971,0.567901234567901,0.47119341563786
0.6,0.685714285714286,0.623809523809524,0.638095238095238,0.528571428571429
0.517156862745098,0.634803921568627,0.544117647058824,0.566176470588235,0.419117647058824
0.463104325699746,0.653944020356234,0.60559796437659,0.600508905852417,0.460559796437659
0.616883116883117,0.774891774891775,0.720779220779221,0.727272727272727,0.582251082251082
0.542483660130719,0.627450980392157,0.545751633986928,0.581699346405229,0.46078431372549
0.527508090614887,0.656957928802589,0.566343042071198,0.605177993527508,0.495145631067961
0.573913043478261,0.686956521739131,0.623188405797101,0.626086956521739,0.486956521739131
0.527272727272727,0.662626262626263,0.57979797979798,0.602020202020202,0.472727272727273
0.628930817610063,0.669811320754717,0.588050314465409,0.635220125786164,0.487421383647799
0.432098765432099,0.627160493827161,0.577777777777778,0.54320987654321,0.476543209876543
0.509661835748792,0.698067632850242,0.6256038647343,0.644927536231884,0.524154589371981
0.42,0.226666666666667,0.526666666666667,0.46,0.4
0.480701754385965,0.635087719298246,0.582456140350877,0.550877192982456,0.442105263157895
0.466666666666667,0.651851851851852,0.585185185185185,0.596296296296296,0.492592592592593
0.54945054945055,0.637362637362637,0.578754578754579,0.542124542124542,0.468864468864469
0.616402116402116,0.666666666666667,0.58994708994709,0.582010582010582,0.492063492063492
0.758169934640523,0.779956427015251,0.723311546840959,0.708061002178649,0.610021786492375
0.490956072351421,0.656330749354005,0.602067183462532,0.583979328165375,0.467700258397933
0.442307692307692,0.326923076923077,0.506410256410256,0.557692307692308,0.442307692307692
0.592198581560284,0.663120567375887,0.602836879432624,0.602836879432624,0.482269503546099
0.387755102040816,0.622448979591837,0.568027210884354,0.547619047619048,0.408163265306123
0.539877300613497,0.687116564417178,0.605316973415133,0.623721881390593,0.515337423312884
0.46505376344086,0.655913978494624,0.577956989247312,0.618279569892473,0.473118279569893
0.6,0.68,0.6,0.631111111111111,0.515555555555556
0.442307692307692,0.596153846153846,0.544871794871795,0.564102564102564,0.435897435897436
0.394129979035639,0.616352201257862,0.559748427672956,0.551362683438155,0.440251572327044
0.467320261437909,0.630718954248366,0.584967320261438,0.562091503267974,0.467320261437909
0.463087248322148,0.671140939597316,0.588366890380313,0.599552572706935,0.501118568232662
0.533333333333333,0.685714285714286,0.626190476190476,0.623809523809524,0.502380952380952
0.55952380952381,0.630952380952381,0.595238095238095,0.583333333333333,0.456349206349206
0.602469135802469,0.693827160493827,0.646913580246914,0.659259259259259,0.540740740740741
0.443262411347518,0.627659574468085,0.574468085106383,0.549645390070922,0.436170212765958
0.436853002070393,0.627329192546584,0.573498964803313,0.540372670807453,0.467908902691511
0.669398907103825,0.715846994535519,0.650273224043716,0.658469945355191,0.521857923497268
0.590909090909091,0.66969696969697,0.593939393939394,0.584848484848485,0.481818181818182
0.538288288288288,0.664414414414414,0.608108108108108,0.599099099099099,0.493243243243243
0.443589743589744,0.653846153846154,0.594871794871795,0.57948717948718,0.458974358974359
0.541284403669725,0.669724770642202,0.605504587155963,0.590214067278288,0.474006116207951
0.59349593495935,0.634146341463415,0.597560975609756,0.601626016260163,0.475609756097561
0.51219512195122,0.680216802168022,0.623306233062331,0.604336043360434,0.504065040650407
0.56,0.746666666666667,0.648888888888889,0.666666666666667,0.542222222222222
0.562745098039216,0.633333333333333,0.576470588235294,0.564705882352941,0.464705882352941
0.555555555555556,0.368421052631579,0.625730994152047,0.614035087719298,0.555555555555556
0.619918699186992,0.705284552845529,0.621951219512195,0.619918699186992,0.510162601626016
0.280952380952381,0.219047619047619,0.5,0.480952380952381,0.366666666666667
0.447293447293447,0.672364672364672,0.618233618233618,0.62962962962963,0.498575498575499
0.55448717948718,0.698717948717949,0.625,0.657051282051282,0.512820512820513
0.44702842377261,0.614987080103359,0.563307493540052,0.547803617571059,0.421188630490956
0.582010582010582,0.653439153439154,0.582010582010582,0.58994708994709,0.465608465608466
0.548821548821549,0.353535353535354,0.599326599326599,0.612794612794613,0.498316498316498
0.567328918322296,0.701986754966887,0.662251655629139,0.624724061810155,0.516556291390729
0.458333333333333,0.62202380952381,0.565476190476191,0.556547619047619,0.461309523809524
0.59041394335512,0.686274509803922,0.603485838779956,0.625272331154684,0.518518518518519
0.549019607843137,0.333333333333333,0.61437908496732,0.633986928104575,0.483660130718954
0.579908675799087,0.691780821917808,0.634703196347032,0.618721461187215,0.513698630136986
0.455197132616488,0.698924731182796,0.637992831541219,0.634408602150538,0.491039426523298
0.592592592592593,0.686274509803922,0.625272331154684,0.623093681917211,0.507625272331155
0.458333333333333,0.677631578947369,0.614035087719298,0.611842105263158,0.495614035087719
0.472573839662447,0.656118143459916,0.592827004219409,0.605485232067511,0.474683544303797
0.4375,0.619791666666667,0.578125,0.5625,0.489583333333333
0.699404761904762,0.770833333333333,0.720238095238095,0.735119047619048,0.607142857142857
0.544715447154472,0.317073170731707,0.601626016260163,0.573170731707317,0.491869918699187
0.354430379746835,0.244725738396625,0.531645569620253,0.514767932489452,0.392405063291139
0.551282051282051,0.698717948717949,0.628205128205128,0.657051282051282,0.519230769230769
0.585760517799353,0.644012944983819,0.618122977346278,0.595469255663431,0.524271844660194
0.434343434343434,0.61952861952862,0.575757575757576,0.569023569023569,0.410774410774411
0.617777777777778,0.711111111111111,0.644444444444445,0.646666666666667,0.52
0.49390243902439,0.654471544715447,0.607723577235772,0.595528455284553,0.461382113821138
0.462783171521036,0.300970873786408,0.611650485436893,0.559870550161812,0.446601941747573
0.582125603864734,0.676328502415459,0.628019323671498,0.601449275362319,0.490338164251208
0.484375,0.684895833333333,0.611979166666667,0.630208333333333,0.497395833333333
0.542222222222222,0.68,0.64,0.64,0.493333333333333
0.564327485380117,0.707602339181287,0.64327485380117,0.652046783625731,0.529239766081871
0.528169014084507,0.669014084507042,0.622065727699531,0.626760563380282,0.495305164319249
0.617370892018779,0.706572769953052,0.650234741784038,0.666666666666667,0.525821596244132
0.558641975308642,0.70679012345679,0.654320987654321,0.651234567901235,0.524691358024691
0.724310776942356,0.7468671679198,0.639097744360902,0.664160401002506,0.556390977443609
0.471491228070176,0.649122807017544,0.583333333333333,0.585526315789474,0.447368421052632
0.414634146341463,0.663956639566396,0.582655826558266,0.582655826558266,0.474254742547426
0.746770025839793,0.819121447028424,0.733850129198966,0.764857881136951,0.609819121447028
0.564625850340136,0.639455782312925,0.571428571428571,0.612244897959184,0.448979591836735
